"Url","Status","Local","Detail"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Fluxo%20de%20Classificacao/PAINEL-PORTFOLIO-4D.xlsx","200","Elevate 4D\Fluxo de Classificacao\PAINEL-PORTFOLIO-4D.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Diagnostico%20Estrategico/MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","200","Elevate 4D\Diagnostico Estrategico\MODELO-DIAGNOSTICO-ESTRATEGICO-4D.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/APRESENTACAO-TIKTOK-SHOP.html","200","Comercial\APRESENTACAO-TIKTOK-SHOP.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/ROTEIRO-CANVA-APRESENTACAO-TIKTOK.html","200","Comercial\ROTEIRO-CANVA-APRESENTACAO-TIKTOK.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/APRESENTACAO-MERCADO-LIVRE.html","200","Comercial\APRESENTACAO-MERCADO-LIVRE.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/APRESENTACAO-SHOPEE.html","200","Comercial\APRESENTACAO-SHOPEE.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/APRESENTACAO-MARKETPLACES.html","200","Comercial\APRESENTACAO-MARKETPLACES.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/PLAYBOOK-IMPLANTACAO-4D.html","200","Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/FLUXO-ONBOARDING.html","200","Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/GUIA-REUNIOES-CAPACITACAO-4D.html","200","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/CHECKLIST-ONBOARDING-4D.xlsx","200","Elevate 4D\Playbook de Implantacao\CHECKLIST-ONBOARDING-4D.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/CHECKLIST-INTERNO-CONTA-RODANDO.html","200","Elevate 4D\Playbook de Implantacao\CHECKLIST-INTERNO-CONTA-RODANDO.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Aulas%20e%20Materiais/index.html","200","Aulas e Materiais\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Landing%20Onboarding/index.html","200","Landing Onboarding\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/KIT-ENTRADA-DOCUMENTOS.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\KIT-ENTRADA-DOCUMENTOS.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/COMO-PREENCHER-PRECIFICACAO.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\COMO-PREENCHER-PRECIFICACAO.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-COLABORADOR.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-COLABORADOR.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-COLABORADOR.pdf","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-COLABORADOR.pdf","application/pdf"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-CONECTAR-CONTA-ADS.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-CONTA-ADS.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/ONE-PAGER-GROWTH-CAMP.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\ONE-PAGER-GROWTH-CAMP.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/ONE-PAGER-GROWTH-CAMP.pdf","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\ONE-PAGER-GROWTH-CAMP.pdf","application/pdf"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-TIKTOK-STUDIO.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-TIKTOK-STUDIO.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-CADASTRO-CONTA-BANCARIA.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CADASTRO-CONTA-BANCARIA.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/CHECKLIST-CONTA-RODANDO.html","200","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\CHECKLIST-CONTA-RODANDO.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/ETOK/GUIA-CADASTRO-ETOK.html","200","ETOK\GUIA-CADASTRO-ETOK.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Creators-Master/index.html","200","Entregaveis\Creators-Master\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Top-Marcas-TikTokShop/index.html","200","Entregaveis\Top-Marcas-TikTokShop\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Roadmap-TikTokShop/index.html","200","Entregaveis\Roadmap-TikTokShop\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Metodo-TikTokShop/index.html","200","Entregaveis\Metodo-TikTokShop\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Comparativo-TikTok-Shop-Jun-Jul/index.html","404","","Not Found"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Nicho-Beleza/index.html","200","Entregaveis\Analise-Nicho-Beleza\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Roupas-Femininas/index.html","200","Entregaveis\Analise-Roupas-Femininas\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Esportes/index.html","200","Entregaveis\Analise-Esportes\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Saude/index.html","200","Entregaveis\Analise-Saude\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Telefones-Eletronicos/index.html","200","Entregaveis\Analise-Telefones-Eletronicos\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Roupas-Masculinas/index.html","200","Entregaveis\Analise-Roupas-Masculinas\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Utensilios-Cozinha/index.html","200","Entregaveis\Analise-Utensilios-Cozinha\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Suprimentos-Domesticos/index.html","200","Entregaveis\Analise-Suprimentos-Domesticos\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Texteis-Moveis/index.html","200","Entregaveis\Analise-Texteis-Moveis\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Creators-Acessorios/index.html","200","Entregaveis\Creators-Acessorios\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Sapatos/index.html","200","Entregaveis\Analise-Sapatos\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Eletrodomesticos/index.html","200","Entregaveis\Analise-Eletrodomesticos\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Ferramentas-Hardware/index.html","200","Entregaveis\Analise-Ferramentas-Hardware\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Malas-Bolsas/index.html","200","Entregaveis\Analise-Malas-Bolsas\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Moda-Infantil/index.html","200","Entregaveis\Analise-Moda-Infantil\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Computadores-Escritorio/index.html","200","Entregaveis\Analise-Computadores-Escritorio\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Automotivo-Moto/index.html","200","Entregaveis\Analise-Automotivo-Moto\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Reformas-Residenciais/index.html","200","Entregaveis\Analise-Reformas-Residenciais\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Alimentos-Bebidas/index.html","200","Entregaveis\Analise-Alimentos-Bebidas\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Livros-Revistas/index.html","200","Entregaveis\Analise-Livros-Revistas\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Brinquedos-Passatempos/index.html","200","Entregaveis\Analise-Brinquedos-Passatempos\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Joias-Acessorios/index.html","200","Entregaveis\Analise-Joias-Acessorios\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Moveis/index.html","200","Entregaveis\Analise-Moveis\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Pet/index.html","200","Entregaveis\Analise-Pet\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Bebe-Maternidade/index.html","200","Entregaveis\Analise-Bebe-Maternidade\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Colecionaveis/index.html","200","Entregaveis\Analise-Colecionaveis\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Moda-Muculmana/index.html","200","Entregaveis\Analise-Moda-Muculmana\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Analise-Lirios-Store/index.html","200","Entregaveis\Analise-Lirios-Store\index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Mapa-Oportunidade-Categorias/Mapa_Oportunidade.html","200","Entregaveis\Mapa-Oportunidade-Categorias\Mapa_Oportunidade.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Entregaveis/Mapa-Oportunidade-Categorias/Mapa_Oportunidade.pdf","200","Entregaveis\Mapa-Oportunidade-Categorias\Mapa_Oportunidade.pdf","application/pdf"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/index.html","200","index.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Aplicacoes%20(exemplos)/Mossy%20Brand/analise-elevate-4d-mossy-brand-2026-06-11.html","200","Elevate 4D\Aplicacoes (exemplos)\Mossy Brand\analise-elevate-4d-mossy-brand-2026-06-11.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Aplicacoes%20(exemplos)/Peach%20Up/analise-elevate-4d-peachup-2026-06-11.html","200","Elevate 4D\Aplicacoes (exemplos)\Peach Up\analise-elevate-4d-peachup-2026-06-11.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Aplicacoes%20(exemplos)/","404","","Not Found"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Fluxo%20de%20Classificacao/SUPABASE-SETUP-4D.html","200","Elevate 4D\Fluxo de Classificacao\SUPABASE-SETUP-4D.html","text/html"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/mercadolivre/README.md","404","","Not Found"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/One-Pager/ELEVATE-4D-ONE-PAGER.pdf","200","Elevate 4D\One-Pager\ELEVATE-4D-ONE-PAGER.pdf","application/pdf"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Fluxo%20de%20Classificacao/","404","","Not Found"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/","404","","Not Found"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/prints/reputacao-ml.png","200","Formacao\prints\reputacao-ml.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/prints/full-inbound-ml.png","200","Formacao\prints\full-inbound-ml.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/prints/full-estoque-ml.png","200","Formacao\prints\full-estoque-ml.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/prints/full-planejamento-ml.png","200","Formacao\prints\full-planejamento-ml.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/prints/full-custos-antigo-ml.png","200","Formacao\prints\full-custos-antigo-ml.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/live-prints/img-criativos.png","200","Formacao\live-prints\img-criativos.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/live-prints/img-gmvmax-criar.png","200","Formacao\live-prints\img-gmvmax-criar.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/live-prints/img-gmvmax-criativos.png","200","Formacao\live-prints\img-gmvmax-criativos.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/live-prints/img-gmvmax-painel.png","200","Formacao\live-prints\img-gmvmax-painel.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/live-prints/img-flash.png","200","Formacao\live-prints\img-flash.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/live-prints/img-promo.png","200","Formacao\live-prints\img-promo.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/live-prints/img-console.png","200","Formacao\live-prints\img-console.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/live-prints/img-dashboard.png","200","Formacao\live-prints\img-dashboard.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/Live%20que%20Vende/Programa-Formacao-Live-que-Vende.pdf","200","Formacao\Live que Vende\Programa-Formacao-Live-que-Vende.pdf","application/pdf"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/Live%20que%20Vende/Proposta-Formacao-Live-que-Vende.pdf","200","Formacao\Live que Vende\Proposta-Formacao-Live-que-Vende.pdf","application/pdf"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Formacao/Live%20que%20Vende/Guia-Setup-Equipamentos.pdf","200","Formacao\Live que Vende\Guia-Setup-Equipamentos.pdf","application/pdf"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Fluxo%20de%20Classificacao/vendor/xlsx.full.min.js","200","Elevate 4D\Fluxo de Classificacao\vendor\xlsx.full.min.js","application/javascript"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Fluxo%20de%20Classificacao/entrada-config.js","200","Elevate 4D\Fluxo de Classificacao\entrada-config.js","application/javascript"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Fluxo%20de%20Classificacao/blob","404","","Not Found"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Elevate%204D/Fluxo%20de%20Classificacao/url","404","","Not Found"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/TIKTOK/saint.png","200","Comercial\prints\TIKTOK\saint.png","image/png"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/TIKTOK/hiven.jpg","200","Comercial\prints\TIKTOK\hiven.jpg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/TIKTOK/lirios.jpg","200","Comercial\prints\TIKTOK\lirios.jpg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/TIKTOK/ysy.jpg","200","Comercial\prints\TIKTOK\ysy.jpg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/TIKTOK/nouf.jpg","200","Comercial\prints\TIKTOK\nouf.jpg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/TIKTOK/mossy.jpg","200","Comercial\prints\TIKTOK\mossy.jpg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/TIKTOK/pangeia.jpg","200","Comercial\prints\TIKTOK\pangeia.jpg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/TIKTOK/pangeia-story.jpg","200","Comercial\prints\TIKTOK\pangeia-story.jpg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/videos/depoimento-1.mp4","200","Comercial\videos\depoimento-1.mp4","video/mp4"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/videos/depoimento-3.mp4","200","Comercial\videos\depoimento-3.mp4","video/mp4"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/videos/depoimento-2.mp4","200","Comercial\videos\depoimento-2.mp4","video/mp4"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/Meli/meli-3.jpeg","200","Comercial\prints\Meli\meli-3.jpeg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/Meli/meli-6.jpeg","200","Comercial\prints\Meli\meli-6.jpeg","image/jpeg"
"https://elevate-4d-hub-git-main-fox-squad-s-projects.vercel.app/Comercial/prints/Meli/meli-1.jpg","200","Comercial\prints\Meli\meli-1.jpg","image/jpeg"
