"Source","Reference","Target","Status"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/PLAYBOOK-IMPLANTACAO-4D.html","Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/FLUXO-ONBOARDING.html","Elevate 4D\Playbook de Implantacao\FLUXO-ONBOARDING.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/GUIA-REUNIOES-CAPACITACAO-4D.html","Elevate 4D\Playbook de Implantacao\GUIA-REUNIOES-CAPACITACAO-4D.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/CHECKLIST-ONBOARDING-4D.xlsx","Elevate 4D\Playbook de Implantacao\CHECKLIST-ONBOARDING-4D.xlsx","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/CHECKLIST-INTERNO-CONTA-RODANDO.html","Elevate 4D\Playbook de Implantacao\CHECKLIST-INTERNO-CONTA-RODANDO.html","OK"
"index.html","./Aulas%20e%20Materiais/index.html","Aulas e Materiais\index.html","OK"
"index.html","./Landing%20Onboarding/index.html#reunioes","Landing Onboarding\index.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/KIT-ENTRADA-DOCUMENTOS.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\KIT-ENTRADA-DOCUMENTOS.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/COMO-PREENCHER-PRECIFICACAO.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\COMO-PREENCHER-PRECIFICACAO.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-COLABORADOR.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-COLABORADOR.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-COLABORADOR.pdf","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-COLABORADOR.pdf","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-CONECTAR-CONTA-ADS.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-CONTA-ADS.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CONECTAR-ADS-AO-BC-ELEVATE.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/ONE-PAGER-GROWTH-CAMP.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\ONE-PAGER-GROWTH-CAMP.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/ONE-PAGER-GROWTH-CAMP.pdf","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\ONE-PAGER-GROWTH-CAMP.pdf","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-ACESSO-TIKTOK-STUDIO.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-ACESSO-TIKTOK-STUDIO.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/TUTORIAL-CADASTRO-CONTA-BANCARIA.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\TUTORIAL-CADASTRO-CONTA-BANCARIA.html","OK"
"index.html","./Elevate%204D/Playbook%20de%20Implantacao/Documentos%20para%20o%20Cliente/CHECKLIST-CONTA-RODANDO.html","Elevate 4D\Playbook de Implantacao\Documentos para o Cliente\CHECKLIST-CONTA-RODANDO.html","OK"
"index.html","./ETOK/GUIA-CADASTRO-ETOK.html","ETOK\GUIA-CADASTRO-ETOK.html","OK"
"index.html","./Entregaveis/Creators-Master/index.html","Entregaveis\Creators-Master\index.html","OK"
"index.html","./Entregaveis/Top-Marcas-TikTokShop/index.html","Entregaveis\Top-Marcas-TikTokShop\index.html","OK"
"index.html","./Entregaveis/Roadmap-TikTokShop/index.html","Entregaveis\Roadmap-TikTokShop\index.html","OK"
"index.html","./Entregaveis/Metodo-TikTokShop/index.html","Entregaveis\Metodo-TikTokShop\index.html","OK"
"index.html","./Entregaveis/Comparativo-TikTok-Shop-Jun-Jul/index.html","Entregaveis\Comparativo-TikTok-Shop-Jun-Jul\index.html","MISSING_FILE"
"index.html","./Entregaveis/Analise-Nicho-Beleza/index.html","Entregaveis\Analise-Nicho-Beleza\index.html","OK"
"index.html","./Entregaveis/Analise-Roupas-Femininas/index.html","Entregaveis\Analise-Roupas-Femininas\index.html","OK"
"index.html","./Entregaveis/Analise-Esportes/index.html","Entregaveis\Analise-Esportes\index.html","OK"
"index.html","./Entregaveis/Analise-Saude/index.html","Entregaveis\Analise-Saude\index.html","OK"
"index.html","./Entregaveis/Analise-Telefones-Eletronicos/index.html","Entregaveis\Analise-Telefones-Eletronicos\index.html","OK"
"index.html","./Entregaveis/Analise-Roupas-Masculinas/index.html","Entregaveis\Analise-Roupas-Masculinas\index.html","OK"
"index.html","./Entregaveis/Analise-Utensilios-Cozinha/index.html","Entregaveis\Analise-Utensilios-Cozinha\index.html","OK"
"index.html","./Entregaveis/Analise-Suprimentos-Domesticos/index.html","Entregaveis\Analise-Suprimentos-Domesticos\index.html","OK"
"index.html","./Entregaveis/Analise-Texteis-Moveis/index.html","Entregaveis\Analise-Texteis-Moveis\index.html","OK"
"index.html","./Entregaveis/Creators-Acessorios/index.html","Entregaveis\Creators-Acessorios\index.html","OK"
"index.html","./Entregaveis/Analise-Sapatos/index.html","Entregaveis\Analise-Sapatos\index.html","OK"
"index.html","./Entregaveis/Analise-Eletrodomesticos/index.html","Entregaveis\Analise-Eletrodomesticos\index.html","OK"
"index.html","./Entregaveis/Analise-Ferramentas-Hardware/index.html","Entregaveis\Analise-Ferramentas-Hardware\index.html","OK"
"index.html","./Entregaveis/Analise-Malas-Bolsas/index.html","Entregaveis\Analise-Malas-Bolsas\index.html","OK"
"index.html","./Entregaveis/Analise-Moda-Infantil/index.html","Entregaveis\Analise-Moda-Infantil\index.html","OK"
"index.html","./Entregaveis/Analise-Computadores-Escritorio/index.html","Entregaveis\Analise-Computadores-Escritorio\index.html","OK"
"index.html","./Entregaveis/Analise-Automotivo-Moto/index.html","Entregaveis\Analise-Automotivo-Moto\index.html","OK"
"index.html","./Entregaveis/Analise-Reformas-Residenciais/index.html","Entregaveis\Analise-Reformas-Residenciais\index.html","OK"
"index.html","./Entregaveis/Analise-Alimentos-Bebidas/index.html","Entregaveis\Analise-Alimentos-Bebidas\index.html","OK"
"index.html","./Entregaveis/Analise-Livros-Revistas/index.html","Entregaveis\Analise-Livros-Revistas\index.html","OK"
"index.html","./Entregaveis/Analise-Brinquedos-Passatempos/index.html","Entregaveis\Analise-Brinquedos-Passatempos\index.html","OK"
"index.html","./Entregaveis/Analise-Joias-Acessorios/index.html","Entregaveis\Analise-Joias-Acessorios\index.html","OK"
"index.html","./Entregaveis/Analise-Moveis/index.html","Entregaveis\Analise-Moveis\index.html","OK"
"index.html","./Entregaveis/Analise-Pet/index.html","Entregaveis\Analise-Pet\index.html","OK"
"index.html","./Entregaveis/Analise-Bebe-Maternidade/index.html","Entregaveis\Analise-Bebe-Maternidade\index.html","OK"
"index.html","./Entregaveis/Analise-Colecionaveis/index.html","Entregaveis\Analise-Colecionaveis\index.html","OK"
"index.html","./Entregaveis/Analise-Moda-Muculmana/index.html","Entregaveis\Analise-Moda-Muculmana\index.html","OK"
"index.html","./Entregaveis/Analise-Lirios-Store/index.html","Entregaveis\Analise-Lirios-Store\index.html","OK"
"index.html","./Entregaveis/Mapa-Oportunidade-Categorias/Mapa_Oportunidade.html","Entregaveis\Mapa-Oportunidade-Categorias\Mapa_Oportunidade.html","OK"
"index.html","./Entregaveis/Mapa-Oportunidade-Categorias/Mapa_Oportunidade.pdf","Entregaveis\Mapa-Oportunidade-Categorias\Mapa_Oportunidade.pdf","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","conta-bancaria.html","Aulas e Materiais\conta-bancaria.html","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-15.png","Aulas e Materiais\slides\tts-15.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-16.png","Aulas e Materiais\slides\tts-16.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-17.png","Aulas e Materiais\slides\tts-17.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-18.png","Aulas e Materiais\slides\tts-18.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-19.png","Aulas e Materiais\slides\tts-19.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-20.png","Aulas e Materiais\slides\tts-20.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-21.png","Aulas e Materiais\slides\tts-21.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-22.png","Aulas e Materiais\slides\tts-22.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-23.png","Aulas e Materiais\slides\tts-23.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-29.png","Aulas e Materiais\slides\tts-29.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-03.png","Aulas e Materiais\slides\tts-03.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","slides/tts-05.png","Aulas e Materiais\slides\tts-05.png","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","conta-bancaria.html","Aulas e Materiais\conta-bancaria.html","OK"
"Aulas e Materiais\01-onboarding-fundamentos-tts.html","acesso-colaborador.html","Aulas e Materiais\acesso-colaborador.html","OK"
"Aulas e Materiais\02-catalogo-oferta-precificacao.html","acesso-colaborador.html","Aulas e Materiais\acesso-colaborador.html","OK"
"Aulas e Materiais\03-trafego-boost.html","autorizacao-ads-creator.html","Aulas e Materiais\autorizacao-ads-creator.html","OK"
"Aulas e Materiais\index.html","../index.html","index.html","OK"
"Aulas e Materiais\index.html","./01-onboarding-fundamentos-tts.html","Aulas e Materiais\01-onboarding-fundamentos-tts.html","OK"
"Aulas e Materiais\index.html","./02-catalogo-oferta-precificacao.html","Aulas e Materiais\02-catalogo-oferta-precificacao.html","OK"
"Aulas e Materiais\index.html","./03-trafego-boost.html","Aulas e Materiais\03-trafego-boost.html","OK"
"Aulas e Materiais\index.html","./04-creators-afiliados.html","Aulas e Materiais\04-creators-afiliados.html","OK"
"Aulas e Materiais\index.html","./05-lives-live-commerce.html","Aulas e Materiais\05-lives-live-commerce.html","OK"
"Aulas e Materiais\index.html","./06-conteudo-que-vende.html","Aulas e Materiais\06-conteudo-que-vende.html","OK"
"Aulas e Materiais\index.html","./07-ferramentas-promocoes.html","Aulas e Materiais\07-ferramentas-promocoes.html","OK"
"Aulas e Materiais\index.html","./08-dados-logistica-fechamento-tts.html","Aulas e Materiais\08-dados-logistica-fechamento-tts.html","OK"
"Aulas e Materiais\index.html","./conta-bancaria.html","Aulas e Materiais\conta-bancaria.html","OK"
"Aulas e Materiais\index.html","./acesso-colaborador.html","Aulas e Materiais\acesso-colaborador.html","OK"
"Aulas e Materiais\index.html","./autorizacao-ads-creator.html","Aulas e Materiais\autorizacao-ads-creator.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","../index.html","index.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","#grupo","Boas-Vindas\BEM-VINDO-ELEVATE.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","#cultura","Boas-Vindas\BEM-VINDO-ELEVATE.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","#estrutura","Boas-Vindas\BEM-VINDO-ELEVATE.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","#papeis","Boas-Vindas\BEM-VINDO-ELEVATE.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","#squads","Boas-Vindas\BEM-VINDO-ELEVATE.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","#carreira","Boas-Vindas\BEM-VINDO-ELEVATE.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","#metas","Boas-Vindas\BEM-VINDO-ELEVATE.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","#passos","Boas-Vindas\BEM-VINDO-ELEVATE.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","../Elevate%204D/Visao%20Geral/ELEVATE-4D-VISAO-GERAL.html","Elevate 4D\Visao Geral\ELEVATE-4D-VISAO-GERAL.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","../Formacao/FUNDAMENTOS-TIKTOK-SHOP.html","Formacao\FUNDAMENTOS-TIKTOK-SHOP.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","../Elevate%204D/Playbook%20de%20Implantacao/PLAYBOOK-IMPLANTACAO-4D.html","Elevate 4D\Playbook de Implantacao\PLAYBOOK-IMPLANTACAO-4D.html","OK"
"Boas-Vindas\BEM-VINDO-ELEVATE.html","../index.html","index.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","../index.html","index.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#oque","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#campanhas","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#calendario","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#modalidades","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#resumo","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#afiliados","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#liveranking","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#videocurto","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#elegibilidade","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#porque-ads","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#estrutura","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#roi","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#pagamento","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#modalidades","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#afiliados","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#liveranking","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","#videocurto","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","../index.html","index.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#oque","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#fases","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#rolling","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#frentes","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#registro","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#quem","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#verba","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#calendario","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#checklist","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#pendencias","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#requisitos","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#registro","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#registro","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","#registro","Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","OK"
"Campanhas\CAMPANHA-8-8-TIKTOK-SHOP.html","./CAMPANHA-7-7-TIKTOK-SHOP.html","Campanhas\CAMPANHA-7-7-TIKTOK-SHOP.html","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Meli/meli-3.jpeg","Comercial\prints\Meli\meli-3.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Meli/meli-6.jpeg","Comercial\prints\Meli\meli-6.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Meli/meli-1.jpg","Comercial\prints\Meli\meli-1.jpg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Meli/meli-4.jpg","Comercial\prints\Meli\meli-4.jpg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Meli/meli-2.jpg","Comercial\prints\Meli\meli-2.jpg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Meli/meli-5.jpg","Comercial\prints\Meli\meli-5.jpg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Saint%20Germain.jpeg","Comercial\prints\Shopee\Saint Germain.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/WT%20Personalizados.jpeg","Comercial\prints\Shopee\WT Personalizados.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/My%20modas.jpeg","Comercial\prints\Shopee\My modas.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Not-me%20shoes.jpeg","Comercial\prints\Shopee\Not-me shoes.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Hiven.jpeg","Comercial\prints\Shopee\Hiven.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Livny.jpeg","Comercial\prints\Shopee\Livny.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Argennti.jpeg","Comercial\prints\Shopee\Argennti.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Dilla.jpeg","Comercial\prints\Shopee\Dilla.jpeg","OK"
"Comercial\APRESENTACAO-MARKETPLACES.html","./prints/Shopee/Destak.jpeg","Comercial\prints\Shopee\Destak.jpeg","OK"
